,name,weight
8389,use ballasts,4
8390,perform daily maintenance on ship machinery,4
8391,prepare simple meals on board,4
8392,operate traditional water depth measurement equipment,4
8393,post-process of food,4
8394,operate laser cutting equipment,4
8395,educate on oral healthcare and disease prevention,4
8396,perform dental radiographs,4
8397,perform dental charting,4
8398,handle payments in dentistry,4
8399,counsel on nutrition and its impact on oral health,4
8400,manipulate dental material,4
8401,dental anatomy,4
8402,mouth anatomy,4
8403,select materials for orthodontic appliances,4
8404,dentistry science,4
8405,clinical disciplines in dentistry,4
8406,manage the store image,4
8407,coordinate public-private partnerships in tourism,4
8408,coordinate efforts of stakeholders for destination promotion,4
8409,determine patients exposure factors,4
8410,administer contrast media,4
8411,development trends in radiography,4
8412,make recommendation on nutrition to public policy makers,4
8413,types of digesters,4
8414,digital game creation systems,4
8415,formulate game rules,4
8416,feed press cylinders,4
8417,create digital files,4
8418,dip tank parts,4
8419,treat wood,4
8420,inspect heavy underground mining machinery,4
8421,prepare ground for construction,4
8422,calculate oil deliveries,4
8423,verify distillation safety,4
8424,monitor distillation processes,4
8425,measure oil tank temperatures,4
8426,transfer oil,4
8427,analyse oil operations data,4
8428,coordinate oil well operations,4
8429,spirits development,4
8430,range of spirits,4
8431,mix spirit flavourings according to recipe,4
8432,plan the dispatching of products,4
8433,avoid backlogs in receiving raw materials,4
8434,provide advice on pet training,4
8435,prepare warranty documents for electrical household appliances,4
8436,monitor kitchen supplies,4
8437,prevent theft,4
8438,speak dialect,4
8439,types of bedding materials,4
8440,draw up reference documents for performance,4
8441,advise on historical context,4
8442,rinse cloth articles,4
8443,tend drawing kiln,4
8444,maintain glass thickness,4
8445,maintain dredging equipment,4
8446,make made-to-measure garments,4
8447,install oil rig,4
8448,use motivational incentives in addiction counselling,4
8449,various types of sand,4
8450,colour ranges of roasting,4
8451,search engines,4
8452,organise facility activities,4
8453,monitor political campaigns,4
8454,cut wires,4
8455,hydroelectricity,4
8456,work in multidisciplinary teams related to emergency care,4
8457,identify skills gaps,4
8458,maintain solar energy systems,4
8459,types of photovoltaic panels,4
8460,manage gas transmission system,4
8461,monitor pumping system operations,4
8462,grade engineered wood,4
8463,social entreprise,4
8464,develop site remediation strategies,4
8465,analyse health problems within a given community,4
8466,discharge of collected waste,4
8467,transportation vehicles for horses,4
8468,safe horseback riding principles,4
8469,manage grant applications,4
8470,find grants,4
8471,theories of personality,4
8472,use doctor blade,4
8473,perform farm equipment hygiene,4
8474,produce airport lighting system reports,4
8475,monitor visitor tours,4
8476,types of guitars,4
8477,produce guitar components,4
8478,use hair removal lasers,4
8479,hairdressing,4
8480,perform quick hair changeovers,4
8481,halal meat,4
8482,suspend animals,4
8483,pack stone products,4
8484,install ventilation equipment,4
8485,prepare surface for hardwood floor laying,4
8486,acclimatise timber,4
8487,seal flooring,4
8488,produce harp components,4
8489,train staff on waste management,4
8490,make set construction drawings,4
8491,wine related sciences,4
8492,select glassware for serving,4
8493,check wine quality,4
8494,work under supervision in care,4
8495,install solar water heater,4
8496,handle refrigerant transfer pumps,4
8497,control proceedings on board in the event of an emergency,4
8498,teach medical laboratory technology principles,4
8499,identify patients behaviours,4
8500,arrange in-home services for patients,4
8501,train reception staff,4
8502,perform roof maintenance,4
8503,lay interlocking roof tiles,4
8504,apply roll roofing,4
8505,assist employee health programmes,4
8506,hydrography,4
8507,bathymetry,4
8508,ice-skating,4
8509,attend sports training,4
8510,manage email hosting service,4
8511,define firewall rules,4
8512,distributed directory information services,4
8513,typesetting machines,4
8514,correspond with licence applicants,4
8515,assess licence applications,4
8516,teach industrial arts principles,4
8517,metal eroding technology,4
8518,develop new welding techniques,4
8519,surface engineering,4
8520,perform demanding weldments,4
8521,cooperate to resolve information issues,4
8522,assess project resource needs,4
8523,prevent technical problems with musical instruments,4
8524,provide advice on trademarks,4
8525,apply for patents,4
8526,maintain automated lighting equipment,4
8527,rig automated lights,4
8528,advise clients on interior design options,4
8529,room aesthetics,4
8530,respond to requests for logistics services from all over the world,4
8531,preserve meaning of original speech,4
8532,install water purity mechanism,4
8533,install water reservoir,4
8534,types of sprinklers,4
8535,follow water supply schedule,4
8536,read hallmarks,4
8537,prepare etching chemicals,4
8538,maintain engraving equipment,4
8539,scale etchings,4
8540,buffing motions,4
8541,grind gemstones,4
8542,operate lacquer spray gun,4
8543,select spraying pressure,4
8544,lacquer paint applications,4
8545,operate creasing machinery,4
8546,determine boundaries,4
8547,work in a land-based team,4
8548,identify new recycling opportunities,4
8549,support migrants to integrate in the receiving country,4
8550,operate dry cleaning pressing machines,4
8551,cooperate in linguistic process steps,4
8552,legal studies,4
8553,test railway signalling equipment,4
8554,operate LED-based panel signal boxes,4
8555,operate train signalling equipment,4
8556,plan railway incident mitigation measures,4
8557,signal boxes,4
8558,draw up professional texts,4
8559,monitor infrastructure,4
8560,maintain quality of pool water,4
8561,types of lifts,4
8562,program lift controller,4
8563,test lift operation,4
8564,lift safety legislation,4
8565,guide lift car installation,4
8566,lift safety mechanisms,4
8567,operate lighting equipment,4
8568,study acquisition of language,4
8569,develop terminology databases,4
8570,determine flow rate enhancement,4
8571,design well flow systems,4
8572,manage fluid production in gas,4
8573,manage production fluid in oil production,4
8574,supervise well operations,4
8575,provide petroleum engineering support,4
8576,compile reservoir performance plans,4
8577,scale copies,4
8578,operate laser plate maker machine,4
8579,scan negatives,4
8580,translate tags,4
8581,adapt text culturally,4
8582,provide athletic equipment to clients,4
8583,teach tourism principles,4
8584,install tunnel segments,4
8585,set-up drum for rubber,4
8586,types of tyres,4
8587,balance tyres,4
8588,software UI design patterns,4
8589,place V-belts on rack,4
8590,types of veneers,4
8591,ensure adequate conditions in wine cellars,4
8592,first aid for animals,4
8593,support veterinary diagnostic imaging procedures,4
8594,assist in veterinary surgery,4
8595,prepare animals for anaesthesia,4
8596,prepare animals for veterinary surgery,4
8597,assist the veterinary surgeon as a scrub nurse,4
8598,prepare environment for veterinary surgery,4
8599,prepare veterinary anaesthetic equipment,4
8600,assist in administering veterinary anaesthetics,4
8601,manage veterinary practice waiting area,4
8602,mix live images,4
8603,tune a projector,4
8604,run a media server,4
8605,manage wine production,4
8606,advise on wine quality improvement,4
8607,perform trellis repairs,4
8608,manage canopy,4
8609,maintain vineyard machinery,4
8610,lead a team in water management,4
8611,conserve water resource,4
8612,stack timber,4
8613,turn wood,4
8614,assess environment of animals,4
8615,follow zoo safety precautions,4
8616,provide opportunities for animals to express natural behaviour,4
8617,operate pressure washer,4
8618,operate raw mineral separation equipment,4
8619,stack packaged items,4
8620,apply psychological intervention strategies,4
8621,evaluate psychological health measures,4
8622,provide health psychological diagnosis,4
8623,provide health psychological concepts,4
8624,provide health psychological analysis,4
8625,analyse psychological aspects of illness,4
8626,provide health psychological treatment advice,4
8627,observe celestial objects,4
8628,perform gravity measurements,4
8629,carry out scientific research in observatory,4
8630,analyse telescope images,4
8631,check ride safety restraints,4
8632,check ride communications,4
8633,manage auction house,4
8634,arrange security of goods for auction,4
8635,create auction catalogue,4
8636,items specialty available for auction,4
8637,sell audiovisual equipment,4
8638,advise customers on audiovisual equipment installation,4
8639,write in conversational tone,4
8640,produce impressions for ear moulds,4
8641,cut clay,4
8642,inspect extruded products,4
8643,prevent technical problems with flying equipment,4
8644,automated optical inspection,4
8645,customise software for drive system,4
8646,rebuff tyre,4
8647,preparation for child delivery,4
8648,manage aviation planning,4
8649,coordinate the allocation of Mode S radars to Interrogator Codes,4
8650,comply with schedule,4
8651,advise on bank account,4
8652,provide investment advice,4
8653,help customers with hair problems,4
8654,serve beers,4
8655,compile drinks menu,4
8656,wicker materials,4
8657,use wood carving knives,4
8658,wicker weaving techniques,4
8659,prepare wicker material for weaving,4
8660,cosmetic dental procedures,4
8661,decide on make-up process,4
8662,tend to guests with special needs,4
8663,beer downstream processing,4
8664,variety of beers,4
8665,prepare rubber plies,4
8666,bond rubber plies,4
